m,b,x,pp99,adj,v,s,l,d,p,h,appr_h,k
0,1517482,0.01,45.62,541,Yiyo's Insane,616044,193,2.53,38187,48229,421404,
0,3242401,0.01,43.12,103,Hard.,1587613,218,2.53,54768,15795,453854,
0,825985,0.01,64.59,5582,Extreme,370956,144,2.84,30236,66608,403056,
0,125211,0.01,44.33,103,Vicho's Insane,36137,91,2.65,54168,101174,368477,
0,2657054,0.01,54.86,4142,Insane,1276389,104,3.15,13554,9350,460284,
64,3695912,0.01,54.2,1950,Standard,1659467,126,2.25,5475,6818,462817,4
0,732688,0.01,63.55,5246,Rainbow,330647,172,2.8,4550,65501,404132,
0,720096,0.01,52.36,1950,Insane,324058,198,2.75,45487,69270,400410,
0,2242261,0.01,20.9,1,Normal,1071184,136,1.72,23000,22930,446708,4
0,3023414,0.01,53.56,1950,Fatal,1473006,74,4.86,4178,12006,457527,
0,2346673,0.01,50.44,1950,Seolv's Insane,1081920,91,2.88,32274,28929,440719,
0,2077119,0.01,63.89,5246,NiNo's Extreme,993306,276,3.31,15309,34635,434854,
0,516108,0.01,18.25,1,NM,170446,192,1.84,229086,73282,396448,4
0,1840640,0.01,52.5,1950,Special,880205,220,3.16,5580,36359,433288,
0,35034,0.01,51.31,1950,DJPop's World Tour (Insane),8193,121,2.78,15933,122266,347160,
0,45544,0.01,48.66,541,SG - Death,12026,316,2.82,26696,114881,354583,
2,1899827,0.01,66.31,5582,Another Lv.11,910428,119,4.3,30375,35347,434294,4
2,1017266,0.01,67.32,5582,SY's UNCENSORED!!,476221,113,4.49,181170,60453,409363,4
0,1879808,0.01,53.88,1950,Special,899955,89,3.04,26955,39701,429796,
0,1558918,0.01,49.38,541,Misure's Sistercon POWER YOSHI !!,708454,192,2.92,4311,45860,423761,
0,1554610,0.01,54.96,4142,Heartbreak,736627,146,3.36,2331,44051,425918,
0,2014000,0.01,43,103,Medium,961186,116,2.43,37935,35092,434463,4
0,516322,0.01,49.53,1950,Lovesick,220636,216,2.66,116445,74408,395225,
0,46853,0.01,51.75,1950,Hard,12504,157,3.08,26798,118019,351450,
0,627687,0.01,53.03,1950,Boundless,276967,92,2.96,163448,73064,396569,
0,188318,0.01,54.07,1950,Hard,63834,219,2.46,60044,88075,381390,
0,110779,0.01,44.37,103,Shake,34041,118,2.46,65950,104760,364704,
0,223195,0.01,48.72,541,scanter's Insane,78852,82,2.44,33738,90801,378667,
0,3623311,0.01,58.56,4142,Yudragen's Expert,1688783,221,3,1004,2650,467031,
0,1419707,0.01,60.04,5246,Team Sample Text's Extra,671457,134,3.24,7956,50442,419220,
64,1518130,0.01,57.4,4142,6K Normal,650415,230,2.21,23130,44072,425528,6
64,1611276,0.01,63.96,5246,Riven's Extreme,765778,45,2.77,108558,45802,423748,
64,2025938,0.01,58.77,4142,Extra,968171,53,2.57,1727415,36869,432833,
0,2848088,0.01,51.69,1950,Another,1376308,136,2.97,6178,8088,461499,
0,2994523,0.01,54.19,1950,Spy_RO's insane,1346503,256,3.19,1363,19162,450531,
0,1943817,0.01,75.43,5440,Dreamscape,930865,569,3.56,10503,36417,433238,
64,2587535,0.01,71.67,5648,Roki's Normal,610167,87,2.37,8041,19213,450420,4
0,3958256,0.01,27.44,2,Sya's Normal,1654907,226,2.23,3434,4209,465324,4
0,974653,0.01,51.79,1950,Insane,433114,236,2.81,40731,61123,408533,
0,2171935,0.01,60.52,5246,Dreamy Tomorrow,1039048,203,2.94,13448,18396,451260,
2,2323855,0.01,53.54,1950,MX,939798,228,3.89,43957,21666,447967,4
64,2998205,0.01,52.03,1950,Present,1458344,142,2.33,3552,5505,464129,4
0,3904962,0.01,11.46,1,(normal),1894849,73,2.53,436,272,469366,4
0,4179228,0.01,38.41,25,polarin's hard,2008871,62,2.62,1081,705,468928,4
64,2425532,0.01,62.11,5246,Normal,1161078,99,2.31,7486,25738,443905,4
0,2569839,0.01,60.69,5246,Sonnet,1236247,138,3.42,2656,22452,447181,4
64,19969,0.01,61.13,5246,Insane,1559,155,2.44,61088,130752,338716,
0,3226510,0.01,47.5,541,wring's Insane,1541421,119,2.54,85528,15339,454163,
0,263807,0.01,54.48,1950,Insane,99090,93,2.79,106330,88090,381374,
0,3483436,0.01,53.05,1950,captin's Extra,1701031,241,2.87,1449,4301,465429,
0,158954,0.01,56.24,4142,Insane,47472,221,2.79,16683,96371,373094,
0,2856626,0.01,52.83,1950,KeRLi_ x Waaif's Extra,1177947,151,3.05,6952,7447,462187,
0,1485849,0.01,56,4142,Feb's Extra,574129,116,3.48,4896,47409,422250,
0,1157558,0.01,46.78,541,Lv. 3,546168,117,2.65,33327,43099,428764,4
0,3817234,0.01,36.78,25,Hard,1851399,230,2.51,1975,6920,462725,4
64,3585806,0.01,75.48,5440,ADVANCED,1751887,118,2.59,3566,3377,466259,4
256,494094,0.01,50.15,1950,Marirose's Insane,206887,77,3.61,131667,74386,395247,4
0,1262271,0.01,1.54,1,Little's Easy,596704,86,1.04,838412,54910,414726,
0,1640288,0.01,0,1,Shiinoha's Easy,780932,119,0.96,403407,33538,436152,
0,3766781,0.01,54.07,1950,Hyper,1834785,133,2.81,900,829,468805,4
64,1881657,0.01,53.86,1950,Catch the Star! [Hard],898155,213,2.59,16533,31504,438154,4
0,802229,0.01,18.86,1,Dell's Normal,361535,89,2.05,87743,65075,404896,4
0,3962151,0.01,80.47,5075,NeNeNe,1911085,84,3.44,326,258,469383,4
64,2256655,0.01,63.01,5246,Expert,1078502,159,2.48,6120,31295,438363,
0,2075268,0.01,60.2,5246,Intense,992349,317,3.69,10485,33439,436350,
256,2056752,0.01,46.62,541,Hyper,981053,127,3.33,129069,32463,437605,4
0,312770,0.01,57.37,4142,Insane,122233,85,2.58,141044,85338,384127,
0,79478,0.01,51.98,1950,Love,23089,214,2.58,18441,104707,364758,
0,2220379,0.01,69.09,5582,lu^3's Expert,1060239,121,3.44,512,12046,457640,
0,727447,0.01,51.56,1950,Another,327825,115,3.08,27358,66417,403257,
0,2114146,0.01,51.88,1950,Extreme,1009913,144,2.78,10933,22636,447049,
0,1268833,0.01,51.77,1950,Linada's Insane,600297,86,2.85,56321,53782,415855,
0,3720198,0.01,53.24,1950,Collab Secret,1813410,216,2.79,1735,6638,463016,
64,2460196,0.01,32.2,6,Primitive | Overture,1179815,136,1.54,30227,22233,447402,4
0,1749064,0.01,50.96,1950,kotachi's Extra,834946,87,2.68,13131,41128,428558,
0,2305158,0.01,47.08,541,Hard,1103372,89,2.58,24975,27779,441916,4
0,2195737,0.01,48.74,541,Plus Ultra,1050560,87,2.63,89883,32937,436605,
0,1184612,0.01,24.72,2,Logic's Hard,558694,107,2.32,88919,53105,416533,
0,1460834,0.01,51.6,1950,Last Stand,690206,127,2.78,26586,48217,421444,
0,1848792,0.01,55.1,4142,Back 2 Play,884508,255,2.84,6858,36825,432810,4
0,3451179,0.01,39.99,103,MEGA's Hard,1686256,205,2.57,15622,11937,457696,4
64,3370269,0.01,50.16,1950,Normal,1650932,264,1.97,1102,13328,456317,
64,555797,0.01,42.68,103,Time Freeze,158023,188,4.24,228777,73178,396454,
0,3770710,0.01,25.26,2,Hard,1835996,88,2.15,14186,6737,462896,4
0,3280706,0.01,53.61,1950,Hard,1251408,192,2.94,9137,14904,454608,4
0,251809,0.01,0.1,1,Beginner,93287,135,1.01,16086,81222,388411,
0,79869,0.01,57.5,4142,Rin,23039,147,2.71,21153,110230,359234,
0,1447354,0.01,50.44,1950,sdafsf's Hard,676340,264,2.76,26163,47304,422344,
0,61285,0.01,0.18,1,Easy,17066,84,0.83,1228358,114679,354786,
64,2652438,0.01,10.12,1,4K Easy,1276702,88,1.45,118365,20543,449102,4
0,3083499,0.01,4.7,1,Easy,1505336,111,1.47,11555,16313,453322,4
0,142239,0.01,48.37,541,Extra,44519,174,2.83,39300,89525,379939,
0,93236,0.01,43.27,103,Radium,20125,197,2.7,18967,107372,362093,
0,3834415,0.01,9.96,1,Easy,1864421,85,1.66,15104,6714,462921,4
0,2924352,0.01,51.86,1950,MOUNTAIN OF FAITH,1414107,53,2.95,7606,19943,449715,
0,2278232,0.01,35.03,25,Five-Leaf Clover,1089673,82,2.49,159183,30537,439189,
0,3492310,0.01,50.19,1950,Insane,1694192,267,2.8,7599,11949,457817,
0,39609,0.01,50.59,1950,Lunatic,7995,83,2.86,16812,120481,349010,
0,334306,0.01,32.66,6,Arrival's 7K Hyper,126508,122,2.22,31340,75730,394599,7
0,1517726,0.01,37.15,25,Collab Insane,716441,159,2.49,79560,48194,421509,
64,1035001,0.01,54.26,1950,Intermediate Bushi,484996,235,2.02,150061,56009,413651,4
0,287959,0.01,45.41,541,Insane,110549,87,2.56,52545,86756,382709,
0,3317261,0.01,58.59,4142,KoldNoodl's Extra,1575700,117,4.05,6113,12423,457237,
0,2519124,0.01,53.17,1950,Remapper's Insane,1203052,153,3.06,42655,22987,446780,
0,1452698,0.01,9.74,1,4K Easy,636959,82,1.5,8640,7652,461982,4
0,1535744,0.01,2.7,1,Dr_Marc's Normal,718691,88,1.84,41238,44074,425597,4
0,2284210,0.01,56.95,4142,Left's Insane,1067678,91,2.98,2691,29390,440252,
64,2081237,0.01,56.59,4142,Hard,995007,98,2.61,16394,20625,449031,4
0,1528900,0.01,49.5,1950,Gaz's Hard,724033,80,2.65,15516,45564,423943,4
64,659475,0.01,63.77,5246,Hard,292896,231,2.32,24342,72634,397000,
0,2681970,0.01,65.03,5582,"Together Alone, Intoxicated by the Night",1292247,246,3.25,1009,13534,456172,
64,2499078,0.01,78.63,5440,Jealousy (Hard),1151946,233,2.98,26852,22188,447450,4
0,2824101,0.01,50.44,1950,Sotarks' Mysteries,1195197,86,2.72,10805,20414,449103,
0,1434589,0.01,52.39,1950,619's Hard,647452,202,2.69,16065,46729,422951,
0,1805075,0.01,54.19,1950,Yukiyo's Extra,842981,218,3.23,6282,40245,429412,
0,761926,0.01,50.12,1950,Expert,344960,97,2.84,48121,66834,402855,
0,3305817,0.01,43.57,103,GodKei's Insane,1615946,196,2.77,3443,10407,459091,
0,2694969,0.01,38.89,25,Normal,1277549,109,2.36,42911,20137,449495,4
0,136336,0.01,45.97,541,phonic,42999,131,2.69,187856,100283,369182,
0,2588365,0.01,54.2,1950,That's Why I Gave up on Mapping,1245222,230,3.24,12762,24392,445144,
0,553385,0.01,51.12,1950,Hard ;A;,239387,102,2.83,5277,75125,394614,
0,25878,0.01,49.85,1950,Ace Of Trades' Insane,4591,115,2.79,24512,126488,342999,
64,3385669,0.01,57.34,4142,Normal,1658451,119,2.2,3959,9009,460624,4
0,3151748,0.01,54.69,4142,Calvaria's Ex,1533832,177,2.69,10027,13744,455928,
0,2828902,0.01,48.14,541,Agatsu's Expert,1340777,168,2.81,31422,20114,449533,
0,185272,0.01,50.82,1950,Insane,62021,89,2.49,59656,93179,376290,
0,1754266,0.01,64.2,5246,"43,252,003,274,489,856,000",837869,192,3.09,26028,34659,434861,
0,4070627,0.01,60.64,5246,Hard,1956332,116,3.33,1452,2746,466892,7
0,2020904,0.01,52.99,1950,Hard,785819,106,2.71,16569,33583,436121,
0,2625910,0.01,55.99,4142,SMOKELIND's Insane,1263383,270,2.68,77361,23118,446518,
0,2730824,0.01,47.2,541,Irreplaceable,1318120,233,2.78,35989,22649,447019,
0,545056,0.01,51.31,1950,Hyper,235122,118,2.82,34533,58211,411454,4
0,2466513,0.01,65.88,5582,"Everlasting,",1183122,293,2.76,6760,24745,444781,
0,988621,0.01,53.48,1950,Sharkie's Extra,451168,85,2.97,17491,59209,410438,
0,47973,0.01,52.52,1950,Hard,12871,158,2.8,4715,117619,351935,
0,3453668,0.01,52.87,1950,Cupid of War,1690030,88,3.04,1542,1191,468301,4
64,771988,0.01,12.58,1,Normal,336810,106,1.2,7898,67961,401748,
0,2174050,0.01,59.21,4142,Expert,1040161,151,3.14,2979,31483,438168,
0,2123717,0.01,45.17,541,Pervert,1014751,85,2.82,45945,33069,436435,
0,2500647,0.01,50.4,1950,Moecho's Insane,1136580,112,2.78,4856,25522,444247,
0,294291,0.01,45.54,541,S.Star's 7K Another,113273,186,2.63,5067,47180,385686,7
0,1862269,0.01,37.24,25,Your Smile is Mine,890832,123,2.59,16965,40060,429573,
0,2176783,0.01,49.23,541,Extra,1041518,238,2.66,21195,32962,436680,
0,1349478,0.01,60.12,5246,toybot's HEAVENLY,597797,119,3.22,22581,47818,421821,
0,188141,0.01,54.58,4142,Hard,58785,166,2.71,15284,92603,376936,
64,392719,0.01,50.49,1950,Normal Lv.6,160779,137,1.88,108469,80756,388912,4
0,30481,0.01,56.43,4142,Insane,6892,76,2.83,17649,124159,345321,
64,3540762,0.01,60.53,5246,Normal,1731739,87,2.26,3572,9824,459817,4
0,1949754,0.01,0,1,Hard,933940,109,1.35,78237,37349,432285,
0,2904679,0.01,21.28,1,Koiyuki's Expert.,1373789,211,2.84,2074,19946,449697,
64,501512,0.01,40.16,103,Marirose's Normal,206887,77,1.91,451231,74386,395247,4
64,779724,0.01,39.61,103,Normal,353365,88,1.88,44035,68901,400740,4
0,3721237,0.01,50.37,1950,Special,1813910,297,2.87,2267,7369,462283,
0,315260,0.01,52.47,1950,Insane,122605,204,2.87,177652,83711,385926,
0,719051,0.01,51.78,1950,Freeze,323522,241,3.12,29127,62290,408112,
64,2556909,0.01,58.5,4142,cdwcgt's Normal?,1229748,88,2.18,15426,20650,448942,4
0,109815,0.01,61.95,5246,Hard,33711,65,2.99,3865,103332,366136,
0,3830716,0.01,54.71,4142,MX 'Maji Magic',1829046,194,3.34,1437,4558,465058,4
0,931497,0.01,0,1,Easy,431341,85,0.78,248611,64226,405411,
0,145361,0.01,49.58,1950,Insane,46733,204,2.71,186037,99452,370078,
0,2261948,0.01,49.38,541,Hard,1080994,168,2.74,5126,6864,462960,
64,1871128,0.01,69.32,5582,constriction,895512,174,3.03,24975,38014,431619,
0,392719,0.01,21.49,1,Normal Lv.6,160779,137,1.88,108469,80756,388912,4
0,2414165,0.01,50.28,1950,Imitation,1156937,201,2.96,21393,26549,443170,
0,2848888,0.01,62.12,5246,Special,1378712,268,2.87,4116,20606,449056,
0,1584258,0.01,52.11,1950,schoolboy's Extra,732901,296,2.72,16938,44529,424963,
0,1764644,0.01,58.17,4142,GlazeE's Insane,840217,261,2.69,15255,41916,427860,
0,1568549,0.01,34.95,25,Normal,678723,79,2.24,46962,44341,425654,4
0,2231831,0.01,58.95,4142,Ultimate,1065834,95,2.76,63391,25413,444256,
0,1462801,0.01,50.94,1950,Lazy's Extra,691220,113,3.38,16434,44596,424923,
0,3142806,0.01,53.24,1950,Hard,1537104,134,2.75,1552,9542,460092,4
0,902488,0.01,48.01,541,Extra,273633,89,3.07,14785,64816,404861,
0,3414737,0.01,50.83,1950,Shooting Star,1671869,210,3.03,4610,9752,459932,
0,2314855,0.01,72.36,5648,the end,986213,300,3.35,7128,29905,439603,
0,106156,0.01,49.83,1950,Insane,32447,89,2.83,95604,100687,368777,
0,25344,0.01,47.88,541,DJPop's Hard,4734,81,2.82,30956,126300,343165,
0,3550288,0.01,50.93,1950,Closer,1736987,86,3.03,3258,9627,460022,
0,177003,0.01,45.65,541,Puzzle,41905,181,2.82,57150,94560,374943,
64,344789,0.01,63.68,5246,Insane,99653,141,2.54,65829,79090,390566,
0,1347936,0.01,55.74,4142,Barista,536219,93,2.68,98703,46349,423335,
0,388878,0.01,50.55,1950,Extra,159068,131,2.68,67348,76676,392958,
0,958140,0.01,52.06,1950,Conclusion,446085,299,3.09,5104,62572,407075,
0,2827368,0.01,51.02,1950,Extra,1367155,126,2.79,8807,13630,456061,
0,3128518,0.01,51.46,1950,aching comfort,1529429,300,3.42,4240,16258,453393,
256,2559957,0.01,56.99,4142,EXPERT,1225500,143,3.57,46530,17936,451731,4
0,1172723,0.01,50.47,1950,KK's Hyper,553860,118,2.75,38900,55162,414477,4
0,2628166,0.01,49.79,1950,Sotarks' Colorful Underworld,1264537,89,2.8,50237,23114,446536,
0,2787089,0.01,0,1,Easy.,1338539,103,1.12,101787,20698,449176,
0,2942801,0.01,13.51,1,Easy,1429483,140,1.6,12171,17875,451729,4
0,290188,0.01,41.59,103,Insane,111587,237,2.5,223838,84270,385537,
0,1971721,0.01,15.02,1,intermediate,933455,183,1.91,11961,35987,433693,4
0,18251,0.01,3.55,1,Orchestral,1750,166,1.29,108787,131839,337626,
0,2589683,0.01,3.81,1,Easy,1245882,77,1.14,22424,25109,444528,4
0,1458876,0.01,2.29,1,Alter Normal,689134,34,1.06,121230,48907,420757,4
64,3702342,0.01,85.22,4716,Hard,1805371,113,2.54,621,4889,464748,4
0,153103,0.01,56.25,4142,Insane,49686,177,2.83,33590,96477,373022,
64,1692622,0.01,45.88,541,Normal,795801,113,1.9,16632,35118,434613,
0,1363402,0.01,49.45,541,Insane,643153,94,2.68,11619,43094,426639,
0,1804650,0.01,52.12,1950,Daisuki,862746,244,2.79,28125,36973,432673,
0,1973577,0.01,49.97,1950,Lost,945060,172,2.71,11556,35528,434106,
64,1042394,0.01,38.14,25,Rivals_7's NM,437582,76,1.82,60590,60475,409208,4
0,2341738,0.01,8.33,1,Winter is Coming,1120718,264,2.89,4788,28760,440882,
64,1864013,0.01,24.61,2,Beginner,808872,139,1.42,42420,24014,445844,4
0,3357689,0.01,55.21,4142,Hard,1644863,179,2.88,1750,9199,460438,4
0,3926965,0.01,55.65,4142,I'M NO FREAKING ANGEL,1904507,161,2.67,693,3947,465695,4
0,28514,0.01,58.15,4142,Insane,6150,95,3.02,9192,125056,344440,
64,2587326,0.01,56.53,4142,Normal,1244123,107,2.14,19685,25418,444272,
2,2241880,0.01,64.92,5582,Insane,1071024,122,4.28,61875,26924,442630,4
0,2319257,0.01,50.09,1950,InsanePlus,1093465,114,2.89,6894,29960,439670,
0,196673,0.01,48.99,541,Rin,58737,157,2.74,48519,92791,376673,
0,1242786,0.01,54.86,4142,EmingK's Insane,586889,110,2.75,39339,50877,418772,
0,1725871,0.01,53.93,1950,Insane,823589,255,2.5,24723,42025,427504,
0,2132957,0.01,45.04,541,Daycore's Expert,1012220,245,2.86,1989,33867,435646,
0,167992,0.01,49.8,1950,Insane,50258,159,2.44,57655,95164,374371,
64,3851143,0.01,61.65,5246,GDBlack's Normal,1871690,137,2.23,1856,4869,464793,4
0,2292851,0.01,45.86,541,Dash's Insane,1095606,85,2.74,49878,30125,439521,
0,160639,0.01,52.55,1950,Insane,52547,199,2.65,51621,93380,376333,
0,1162891,0.01,46.45,541,Maxus' Hard,541765,99,2.62,20007,44542,425099,4
64,3173652,0.01,48.98,541,Normal,1553319,179,2.17,4609,11054,458577,7
0,48498,0.01,48.47,541,Challenging,13042,216,2.45,18878,116768,352698,
64,3316819,0.01,52.64,1950,Normal,1590114,148,2.34,5505,7547,462046,4
0,354358,0.01,15.71,1,Normal,141664,83,1.87,22002,81164,388611,
0,1505029,0.01,54.05,1950,Dance In Psychedelic,631705,294,3.37,2169,38509,431227,
64,2432470,0.01,54.85,4142,Normal,1166091,135,2.11,8909,10138,459495,4
0,1914227,0.01,50.51,1950,Fabricated,902346,192,2.98,13797,35173,434516,
0,2042323,0.01,45.22,541,Special,975062,102,2.62,56268,36385,433253,
0,3221638,0.01,47.06,541,scanter's Extra,1575727,170,2.92,2073,10710,458855,
0,2620595,0.01,63,5246,Hard,1165141,194,3.21,1357,20051,449583,7
0,686215,0.01,47.03,541,4K HD 'Cyan',306595,88,2.73,14436,61486,408147,4
0,2696982,0.01,10.4,1,EZ,1300107,124,1.39,9560,21265,448369,6
0,1605181,0.01,53.36,1950,Resolve,763406,204,2.85,4581,38759,430874,
0,805798,0.01,45.2,541,Meg's Insane,364395,85,2.72,176652,63994,405777,
0,1017976,0.01,52.78,1950,Sotarks' Expert,458584,89,2.79,64492,58807,410826,
64,1291027,0.01,18.41,1,Easy,611200,87,1.4,24453,47197,422474,4
0,1123323,0.01,21.55,1,Normal,529708,86,2.2,27144,36498,433181,4
0,2288017,0.01,37.94,25,Sotarks' Revolution,1092298,85,2.88,21213,26821,442824,
0,3149443,0.01,48.79,541,Sorrow,1540629,302,3.21,1930,16544,453097,
64,1944031,0.01,37.54,25,Sya's Normal,930970,86,2,78363,35797,433841,4
256,3031860,0.01,62.52,5246,Instinctive Attraction,1477776,202,4.52,440,8377,461272,5
0,71746,0.01,54.35,1950,InoStyle,20309,79,2.64,15743,111674,357797,
0,849749,0.01,51.79,1950,Insane,389777,199,2.88,7408,63659,406012,
0,274365,0.01,59.9,5246,LC,104260,167,2.91,16997,86486,382978,
0,163939,0.01,44.72,541,Snep's Insane,53834,121,2.75,19212,93684,375844,
0,2736534,0.01,25.82,2,Hyper,1321003,139,2.39,16035,21296,448337,4
0,1659165,0.01,51.11,1950,Underdogs' Insane,790312,97,2.76,18828,44728,424792,
64,3593661,0.01,51.01,1950,CODE NAME : NORMAL,1756056,87,2.14,15923,8368,461265,4
0,272867,0.01,48.08,541,Insane,103588,88,2.57,71923,87222,382242,
0,173513,0.01,49.57,1950,BinJip,34164,162,2.85,17992,93543,375922,
0,2539465,0.01,21.56,1,Hytex's Hard,1220099,87,2.25,17741,23969,445674,4
0,3334515,0.01,27.65,2,Mirsaaa's Normal,1604016,155,2.19,43013,13201,456361,4
0,1660975,0.01,2.2,1,Niva's Easy,791798,115,1.13,363762,38378,431281,
0,1627844,0.01,20.61,1,Ly0's Normal,770829,90,2,127917,44673,424995,4
0,1325640,0.01,50.55,1950,Garden's Extra,613158,245,2.83,9018,48202,421457,
0,3920335,0.01,60.66,5246,ARANEL'S EXTRA,1897689,85,3.01,2727,3153,466480,
0,862994,0.01,45.86,541,A Mystery's Insane,320717,124,2.69,62660,65691,403942,
0,393808,0.01,36.55,25,Hard,161328,81,2.3,57827,80950,388695,4
0,2847011,0.01,13.69,1,Reina's Normal,1377568,183,1.74,9208,14028,455609,4
0,19696,0.01,46.2,541,Insane,2490,163,2.6,23240,130278,339188,
0,771858,0.01,56.76,4142,Lunatic,257165,217,3.21,33712,60155,409547,
0,80044,0.01,50.77,1950,Insane,23368,76,2.6,25222,110360,359104,
0,3174951,0.01,52.3,1950,memories,1531033,207,2.79,5421,14453,455193,
0,1102760,0.01,44.64,541,Lasse's Ex:TrA,517706,94,2.56,33356,58421,411214,
0,61507,0.01,53.64,1950,ztrot's Insane,17068,102,2.84,35212,113597,355876,
0,931698,0.01,37.01,25,HB's Expert,431082,65,2.81,134239,63676,405957,
0,890084,0.01,50.72,1950,Extreme,409649,198,2.76,31350,65158,404475,
0,4179227,0.01,36.45,25,moca's normal,2008871,62,2.22,1577,705,468928,4
64,1253571,0.01,52.23,1950,MEDIUM,592476,116,2.08,28060,20003,449645,4
0,1714884,0.01,57.84,4142,Reform's Extra,749304,211,3.61,16821,37740,431906,
0,2936635,0.01,47.62,541,Tatoe,1278201,87,2.86,29864,18058,451588,
0,57799,0.01,44.27,103,_lolipop's Hard,15643,99,2.44,13990,114976,354494,
0,1047631,0.01,50.44,1950,Hard,491650,113,2.47,6570,51432,418239,
0,155118,0.01,45.86,541,Expert,50481,106,2.76,82751,91208,378257,
0,4135937,0.01,45.82,541,Neymar's Normal,1935898,147,2.32,1437,870,468619,
0,4034589,0.01,36.35,25,Normal,1942135,193,2.32,1436,3248,466385,
0,3053635,0.01,38.09,25,Normal,1489661,160,2.35,18140,13582,456170,
64,748487,0.01,75.21,5440,victorica's Lv.10,332623,88,3.11,209463,68013,401695,4
0,872275,0.01,49.1,541,Tt's Extra,390619,174,3.06,36630,62965,406673,
0,3907939,0.01,56.97,4142,Garden's Expert,1886627,176,3.44,1519,2944,467052,
0,1983124,0.01,50.26,1950,Insane,947770,148,3.24,32787,37342,432305,
0,1583061,0.01,8.19,1,Normal,751972,171,1.75,37719,45604,424063,
0,1583058,0.01,3.17,1,Easy,751972,159,1.16,170100,45604,424063,
0,1181061,0.01,27.16,2,Lasse's Insane,558217,29,2.48,56084,56683,412971,
0,2226084,0.01,54.85,4142,Extra,1056140,221,3.14,9207,28951,440687,
0,2443974,0.01,29.98,6,Normal,1166478,42,2.18,74232,26890,442714,4
0,2915644,0.01,41.03,103,Ritual,1414573,275,4.06,18442,12756,456948,
0,2442129,0.01,55.98,4142,captin's Extra,1169533,108,3.68,6672,20101,449566,
0,3419931,0.01,45.71,541,Desire,1674173,223,2.8,11816,11381,458252,
64,3806574,0.01,60.3,5246,Mirsaaa's Normal,1785619,137,2.23,1757,6414,463219,4
0,1845874,0.01,49.19,541,Repercussion,882932,323,3.63,32904,39485,430163,
0,2957882,0.01,51.13,1950,Petals,1437650,343,2.88,4670,18488,451148,
0,3232878,0.01,54.18,1950,Insane,1582906,109,2.7,6249,5942,463624,
0,1863223,0.01,2.47,1,Easy,891337,109,1.29,343674,39455,430206,
0,1582991,0.01,1.82,1,toybot's Normal,751932,134,1.23,227097,45743,423910,
